lang,link,timestamp
zh,https://web.archive.org/web/20150626164255/http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10491:statistics-victims-of-the-israeli-offensive-on-gaza-since-08-july-2014&catid=145:in-focus,1534944074000000000
zh,https://web.archive.org/web/20140727005451/http://travel.state.gov/content/passports/english/alertswarnings/israel-travel-warning.html,1529939742000000000
zh,https://archive.is/20140828023420/http://www.worldjournal.com/view/full_van/25637070/article-%E5%81%9C%E7%81%AB%E5%8F%88%E7%A0%B4%E5%B1%80-%E5%93%88%E7%91%AA%E6%96%AF%E6%8C%87%E6%8F%AE%E5%AE%98%E5%A6%BB%E5%A5%B3%E8%A2%AB%E7%82%B8%E6%AD%BB?instance=bc_bull_left1,1510350823000000000
zh,https://web.archive.org/web/20140803200140/http://www.presstv.com/detail/2014/08/01/373638/hamas-captures-1-kills-2-israeli-troops/,1510350823000000000
zh,https://web.archive.org/web/20140808044248/http://m.aljazeera.com/story/2014730233016747143,1510350823000000000
zh,https://web.archive.org/web/20140913014525/http://www.ochaopt.org/documents/ocha_opt_sitrep_04_09_2014.pdf,1510350823000000000
zh,https://web.archive.org/web/20160305011850/http://www.skypost.hk/%E4%B8%AD%E5%9C%8B%E5%9C%8B%E9%9A%9B/%E5%9C%8B%E9%9A%9B/20140828/014/%E4%BB%A5%E5%B7%B4%E7%84%A1%E9%99%90%E6%9C%9F%E5%81%9C%E7%81%AB%20%E5%8A%A0%E6%B2%99%E7%8B%82%E6%AD%A1/151671,1510350823000000000
zh,https://web.archive.org/web/20140812224510/http://pflp.ps/english/2014/08/09/abu-jamal-palestinian-resistance-continues-to-confront-the-occupier-with-rockets-and-missiles/,1496895440000000000
zh,http://cn.rfi.fr/%E6%94%BF%E6%B2%BB/20140720-%E8%81%94%E5%90%88%E5%9B%BD%E7%A7%98%E4%B9%A6%E9%95%BF%E5%89%8D%E5%BE%80%E4%B8%AD%E4%B8%9C%E6%96%A1%E6%97%8B%E5%B7%B4%E4%BB%A5%E5%86%B2%E7%AA%81,1478067113000000000
zh,http://nymag.com/daily/intelligencer/2014/07/hamas-didnt-kidnap-the-israeli-teens-after-all.html,1437915266000000000
zh,http://www.jpost.com/Operation-Protective-Edge/50-days-of-Israels-Gaza-operation-Protective-Edge-by-the-numbers-372574,1437915266000000000
zh,http://www.terrorism-info.org.il/Data/articles/Art_20774/E_020_15_614553775.pdf,1437915266000000000
zh,http://www.aa.com.tr/en/world/355946--from-shield-to-edge-how-israel-names-its-military-ops,1434382102000000000
zh,http://www.haaretz.com/news/features/word-of-the-day/.premium-1.605936#!,1434382102000000000
zh,http://www.imemc.org/article/68969,1434382102000000000
zh,http://www.israelnationalnews.com/News/News.aspx/149498#.TrhgmnF4Vow,1434382102000000000
zh,http://www.jpost.com/Arab-Israeli-Conflict/Report-3-prisoners-captured-in-Operation-Protective-Edge-released-371252,1434382102000000000
zh,http://www.maannews.net/eng/ViewDetails.aspx?ID=711780,1434382102000000000
zh,http://www.maannews.net/eng/ViewDetails.aspx?ID=751290,1434382102000000000
zh,http://www.mdais.com/316/7004.htm,1434382102000000000
zh,http://www.memri.org/report/en/0/0/0/0/0/0/8083.htm,1434382102000000000
zh,http://www.middleeasteye.net/news/hamas-gains-credibility-fighting-force-analysts-say-371780262,1434382102000000000
zh,http://www.ochaopt.org/documents/ocha_opt_sitrep_04_09_2014.pdf,1434382102000000000
zh,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10491:statistics-victims-of-the-israeli-offensive-on-gaza-since-08-july-2014&catid=145:in-focus,1434382102000000000
zh,http://www.terrorism-info.org.il/Data/articles/Art_20753/E_200_14_172393803.pdf,1434382102000000000
zh,http://www.timesofisrael.com/islamic-jihad-121-of-our-fighters-killed-in-gaza/,1434382102000000000
zh,http://www.timesofisrael.com/name-protective-edge-doesnt-cut-it,1434382102000000000
zh,http://www.washingtontimes.com/news/2014/aug/18/despite-less-sanctions-iran-backs-hamas/?page=all,1434382102000000000
zh,"http://www.ynet.co.il/home/0,7340,L-11584,00.html",1434382102000000000
zh,http://freebeacon.com/national-security/palestinian-authority-president-slams-hamas-claims-of-victory/,1434374183000000000
zh,http://m.aljazeera.com/story/2014730233016747143,1434374183000000000
zh,http://pflp.ps/english/2014/08/09/abu-jamal-palestinian-resistance-continues-to-confront-the-occupier-with-rockets-and-missiles,1434374183000000000
zh,http://time.com/3182848/israel-gaza-ceasefire-abbas-netanyahu/,1434374183000000000
zh,http://www.independent.co.uk/news/world/middle-east/israelgaza-conflict-hamas-says-longterm-truce-agreed-with-israel-9691910.html,1434374183000000000
zh,http://www.jpost.com/Arab-Israeli-Conflict/Netanyahu-Hamas-failed-achieved-nothing-except-sustaining-worst-blow-since-its-founding-372535,1434374183000000000
zh,http://www.maannews.net/eng/ViewDetails.aspx?ID=715014,1434374183000000000
zh,http://www.theguardian.com/world/2014/jul/30/us-firm-condemnation-shelling-un-school-gaza,1434374183000000000
zh,http://reliefweb.int/sites/reliefweb.int/files/resources/annual_humanitarian_overview_2014_english_final.pdf,1429281963000000000
zh,http://cn.nhandan.org.vn/mobile/mobile_political/mobile_national_review/item/2205801.html,1410026940000000000
zh,http://m.news.sina.com.tw/article/20140802/13028508.html,1409193209000000000
zh,http://www.epochtimes.com.tw/n98795/%E5%8D%94%E8%AD%B0%E5%81%9C%E7%81%AB3%E5%A4%A9-%E4%BB%A5%E5%B7%B4%E8%A1%9D%E7%AA%81%E8%BF%91%E5%B0%BE%E8%81%B2.html,1409193209000000000
zh,http://www.metroradio.com.hk/997/News/Default.aspx?NewsID=20140811235619,1409193209000000000
zh,http://www.ntdtv.com/xtr/b5/2014/08/14/a1130439.html,1409193209000000000
zh,http://www.orientaldaily.com.my/index.php?option=com_k2&view=item&id=131282:&Itemid=197,1409193209000000000
zh,http://www.skypost.hk/%E4%B8%AD%E5%9C%8B%E5%9C%8B%E9%9A%9B/%E5%9C%8B%E9%9A%9B/20140828/014/%E4%BB%A5%E5%B7%B4%E7%84%A1%E9%99%90%E6%9C%9F%E5%81%9C%E7%81%AB%20%E5%8A%A0%E6%B2%99%E7%8B%82%E6%AD%A1/151671,1409193209000000000
zh,http://www.thenewslens.com/post/65943/,1409193209000000000
zh,http://www.worldjournal.com/view/full_van/25637070/article-%E5%81%9C%E7%81%AB%E5%8F%88%E7%A0%B4%E5%B1%80-%E5%93%88%E7%91%AA%E6%96%AF%E6%8C%87%E6%8F%AE%E5%AE%98%E5%A6%BB%E5%A5%B3%E8%A2%AB%E7%82%B8%E6%AD%BB?instance=bc_bull_left1,1409193209000000000
zh,http://www.worldjournal.com/view/full_van/25676566/article-%E4%BB%A5%E5%B7%B4%E7%84%A1%E9%99%90%E6%9C%9F%E5%81%9C%E7%81%AB-7%E5%B9%B4%E5%8A%A0%E8%96%A,1409193168000000000
zh,http://hk.apple.nextmedia.com/realtime/international/20140827/52837355,1409129190000000000
zh,http://news.yahoo.com/gaza-dispute-over-civilian-vs-combatant-deaths-181755421.html,1408383678000000000
zh,http://www.dailysabah.com/mideast/2014/08/14/gaza-death-toll-rises-to-1959,1408383678000000000
zh,http://www.ochaopt.org/documents/ocha_opt_sitrep_15_08_2014.pdf,1408383678000000000
zh,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10579:ongoing-israeli-offensive-on-gaza6-palestinians-including-4-civilians-killed-and-85-others-including-17-children-and-11-women-wounded-14-houses-and-one-mosque-destroyed&catid=145:in-focus,1408383678000000000
zh,"http://www.ynetnews.com/articles/0,7340,L-4555334,00.html",1408383678000000000
zh,http://news.sina.com.cn/o/2014-07-09/091930492061.shtml,1407259471000000000
zh,http://v.youku.com/v_show/id_XNzUxMDgwMDA4.html,1407258991000000000
zh,http://www.tlvfaces.com/finnish-tv-reporter-gazas-al-shifa-hospital-true-rockets-launched-gazan-side-israel-video/,1407258991000000000
zh,http://news.sina.com.cn/w/2014-07-09/130730493369.shtml,1407258101000000000
zh,http://www.haaretz.com/polopoly_fs/1.607580.1406536924!/image/2320157484.jpg,1407075933000000000
zh,http://www.independent.co.uk/news/world/middle-east/israeli-soldier-feared-captured-in-tunnel-attack-by-militants-9642469.html,1407075933000000000
zh,http://www.presstv.com/detail/2014/08/01/373638/hamas-captures-1-kills-2-israeli-troops/,1407075933000000000
zh,http://www.jpost.com/Operation-Protective-Edge/IDF-begins-withdrawing-ground-forces-from-Gaza-369816,1407075480000000000
zh,http://www.ochaopt.org/documents/ocha_opt_sitrep_03_08_2014.pdf,1407075480000000000
zh,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10553:on-the-25th-day-of-the-israeli-offensive-humanitarian-truce-collapse-less-than-one-hour-of-its-entry-into-force-dozens-of-palestinian-civilians-killed-and-hundreds-wounded-by-israeli-shelling-in-rafah-before-collapse-of-truce-bodies-of-dozens-of-pales&catid=36:pchrpressreleases&Itemid=194,1407075205000000000
zh,http://english.farsnews.com/newstext.aspx?nn=13930512000226,1407075069000000000
zh,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10530:on-the-16th-day-of-the-israeli-offensive-dozens-of-palestinian-civilians-killed-or-wounded-by-israeli-attacks-more-palestinians-forcibly-displaced-in-border-areas&catid=36:pchrpressreleases&Itemid=194,1406166830000000000
zh,"http://www.ynetnews.com/articles/0,7340,L-4548503,00.html",1406080037000000000
zh,http://www.qassam.ps/news-8667-In_the_ground_war_on_Gaza_Al_Qassam_captures_Israeli_soldier__kills_52.html,1406079601000000000
zh,http://www.qassam.ps/news-8667-In_the_ground_war_on_Gaza_Al_Qassam_captures_Israeli_soldier__kills_52.html/,1406079348000000000
zh,http://edition.cnn.com/2014/07/22/world/meast/mideast-crisis/,1406033397000000000
zh,http://www.iba.org.il/bet/?type=1&entity=1025694,1406033397000000000
zh,http://www.mako.co.il/news-military/security/Article-2d9003dceb85741004.htm,1406033397000000000
zh,http://www.ochaopt.org/documents/humanitarian_Snapshot_21July2014_oPt_V1%201.pdf,1406033397000000000
zh,http://www.theguardian.com/world/2014/jul/22/israel-gaza-israeli-soldier-missing-hamas-shujaiiya,1406033397000000000
zh,https://tw.news.yahoo.com/%E4%BB%A5%E8%89%B2%E5%88%97%E5%86%8D%E7%A9%BA%E8%A5%B2%E5%8A%A0%E8%96%A970%E5%A4%9A%E7%9B%AE%E6%A8%99-074600870.html,1406026528000000000
zh,https://tw.news.yahoo.com/%E4%BB%A5%E8%89%B2%E5%88%97%E6%94%BB%E5%8A%A0%E8%96%A9-%E5%A2%9E%E8%87%B3%E9%80%BE570%E5%B7%B4%E4%BA%BA%E4%BA%A1-040503110.html,1406025527000000000
zh,http://travel.state.gov/content/passports/english/alertswarnings/israel-travel-warning.html,1405992226000000000
zh,http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11297080,1405992226000000000
zh,https://tw.news.yahoo.com/%E4%BB%A5%E5%B7%B4%E8%A1%9D%E7%AA%81%E5%8D%87%E8%87%B3469%E6%AD%BB-%E5%A4%9A%E7%82%BA%E5%A9%A6%E5%AD%BA-030503507.html,1405920433000000000
zh,https://tw.news.yahoo.com/%E4%BB%A5%E5%B7%B4%E8%A1%9D%E7%AA%81-447%E4%BA%BA%E6%AD%BB%E4%BA%A1-045513551.html,1405920293000000000
zh,http://www.chinese.rfi.fr/%E6%94%BF%E6%B2%BB/20140720-%E8%81%94%E5%90%88%E5%9B%BD%E7%A7%98%E4%B9%A6%E9%95%BF%E5%89%8D%E5%BE%80%E4%B8%AD%E4%B8%9C%E6%96%A1%E6%97%8B%E5%B7%B4%E4%BB%A5%E5%86%B2%E7%AA%81,1405910624000000000
zh,http://www.dailymail.co.uk/tvshowbiz/article-2699369/The-Backstreet-Boys-cancel-concerts-Israel.html,1405910624000000000
zh,http://www.timesofisrael.com/as-israel-hunts-for-terror-tunnels-after-soldiers-killed-abbas-to-meet-hamas-chief-for-ceasefire-talks/,1405910624000000000
zh,https://twitter.com/Sophia_MJones/statuses/490797544914448385,1405910624000000000
zh,"http://m.local12.com/news/Israel_approves_call-up_of_18,000_more_reservists",1405877435000000000
zh,http://www.jpost.com/Operation-Protective-Edge/Israel-calls-up-additional-8000-reservists-for-Gaza-operation-363053,1405877435000000000
zh,http://www.debka.com/article/24114/Thirteen-IDF-Golani-soldiers-killed-in-Gaza-at-start-of-urban-stage-of-Israel%E2%80%99s-operation-against-Hamas,1405877153000000000
zh,http://mynewshub.my/main/2014/07/20/puluhan-askar-israel-sudah-dibunuh-berani-lapor-lima-sahaja/,1405876767000000000
zh,http://uk.reuters.com/article/2014/07/20/uk-palestinians-israel-idUKKBN0FP00N20140720,1405876767000000000
zh,http://www.haaretz.com/news/diplomacy-defense/1.606129,1405876767000000000
zh,http://www.haluan.org.my/v5/index.php/palestin/berita-palestin/575-11-tentera-israel-terbunuh-dan-48-lainnya-tercedera,1405876767000000000
zh,http://www.presstv.com/detail/2014/07/20/372091/hamas-lunches-counter-attacks-on-israel/,1405876767000000000
zh,http://www.terrorism-info.org.il/Data/articles/Art_20674/E_115_14_927864316.pdf,1405876767000000000
zh,http://www.haaretz.com/news/diplomacy-defense/.premium-1.606012,1405876720000000000
zh,http://news.xinhuanet.com/2014-07/20/c_126772882.htm,1405876358000000000
zh,http://www.haaretz.com/news/diplomacy-defense/1.605994,1405876358000000000
zh,http://www.nownews.com/n/2014/07/20/1331117,1405863888000000000
zh,https://tw.news.yahoo.com/%E8%A1%80%E8%85%A5%E8%A1%9D%E7%AA%8113%E5%A4%A9-%E5%8A%A0%E8%96%A9%E5%A2%9E%E8%87%B3370%E6%AD%BB-102002758.html,1405863713000000000
zh,http://www.bbc.co.uk/zhongwen/simp/world/2014/07/140719_gaza_casualties.shtml,1405824488000000000
zh,http://fox2now.com/2014/07/19/death-toll-in-gaza-tops-300-official-says/,1405789262000000000
zh,http://www.nytimes.com/2014/07/19/world/middleeast/israel-gaza.html?_r=0,1405788962000000000
zh,http://www.jpost.com/Defense/Gaza-terrorist-attempt-to-attack-IDF-forces-with-explosives-laden-donkey-363439,1405788867000000000
zh,https://twitter.com/IDFSpokesperson/status/490436995424866304/photo/1,1405788867000000000
zh,http://news.xinhuanet.com/world/2014-07/08/c_1111518733.htm,1405780292000000000
zh,http://www.epochtimes.com/b5/14/7/19/n4204299.htm,1405774651000000000
zh,https://twitter.com/IDFSpokesperson/status/490157335914901504/photo/1,1405701783000000000
zh,http://www.youtube.com/watch?v=bKjmdDObIfc&feature=youtu.be,1405681134000000000
zh,https://www.youtube.com/watch?v=1QJY2QTm-Vg&feature=youtu.be,1405680311000000000
zh,http://edition.cnn.com/2014/07/17/world/meast/mideast-crisis/index.html?hpt=hp_t2,1405644735000000000
zh,https://www.youtube.com/watch?v=SM6WUoel7xk,1405643109000000000
zh,https://www.youtube.com/watch?v=xjkwIMRZI8o,1405643109000000000
zh,http://cn.nytimes.com/world/20140717/c17israel/,1405642110000000000
zh,http://www.unrwa.org/newsroom/press-releases/unrwa-strongly-condemns-placement-rockets-school,1405641945000000000
zh,http://www.nytimes.com/2014/07/09/world/middleeast/israel-steps-up-offensive-against-hamas-in-gaza.html?_r=0,1405396540000000000
zh,//tools.wmflabs.org/geohack/geohack.php?language=zh&pagename=2014%E5%B9%B4%E4%BB%A5%E5%B7%B4%E5%86%B2%E7%AA%81&params=30_40_N_34_50_E_,1405347017000000000
